Location,Indicator,Period,Dim1,Tooltip,IndicatorCode,FactValueForMeasure,FactValueString,FactValueUoM,FactComments,LanguageName,'Facts'[LANGUAGE_CODE],LanguageOrder,SpaceTime,TimeDimValueCode,DataSourceDimValueCode,SpatialDimValueCode,Dim1ValueCode,Dim2ValueCode,Dim3ValueCode,SlicingDimCode,SlicingDimValueCode,IsLatestYear,LatestYearLabel,FactValueNumericPrefix
Belgium,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Total,10.28 [10.28-10.28],PHE_HHAIR_POP_CLEAN_FUELS,10.28,,,,English,en,1,BEL,2000,,BEL,TOTL,,,,,FALSE,2000,
Belgium,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Urban,9.99 [9.99-9.99],PHE_HHAIR_POP_CLEAN_FUELS,9.99,,,,English,en,1,BEL,2000,,BEL,URB,,,,,FALSE,2000,
Belgium,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Rural,0.3 [0.3-0.3],PHE_HHAIR_POP_CLEAN_FUELS,0.3,,,,English,en,1,BEL,2000,,BEL,RUR,,,,,FALSE,2000,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Total,0.32 [0.27-0.35],PHE_HHAIR_POP_CLEAN_FUELS,0.32,,,,English,en,1,BLZ,2018,,BLZ,TOTL,,,,,TRUE,Latest,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Urban,0.17 [0.15-0.17],PHE_HHAIR_POP_CLEAN_FUELS,0.17,,,,English,en,1,BLZ,2018,,BLZ,URB,,,,,TRUE,Latest,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Rural,0.15 [0.11-0.18],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2018,,BLZ,RUR,,,,,TRUE,Latest,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Total,0.31 [0.27-0.34],PHE_HHAIR_POP_CLEAN_FUELS,0.31,,,,English,en,1,BLZ,2017,,BLZ,TOTL,,,,,FALSE,2017,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Urban,0.16 [0.15-0.17],PHE_HHAIR_POP_CLEAN_FUELS,0.16,,,,English,en,1,BLZ,2017,,BLZ,URB,,,,,FALSE,2017,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Rural,0.15 [0.12-0.18],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2017,,BLZ,RUR,,,,,FALSE,2017,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Total,0.31 [0.27-0.34],PHE_HHAIR_POP_CLEAN_FUELS,0.31,,,,English,en,1,BLZ,2016,,BLZ,TOTL,,,,,FALSE,2016,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Urban,0.16 [0.14-0.17],PHE_HHAIR_POP_CLEAN_FUELS,0.16,,,,English,en,1,BLZ,2016,,BLZ,URB,,,,,FALSE,2016,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Rural,0.15 [0.12-0.17],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2016,,BLZ,RUR,,,,,FALSE,2016,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Total,0.3 [0.26-0.33],PHE_HHAIR_POP_CLEAN_FUELS,0.3,,,,English,en,1,BLZ,2015,,BLZ,TOTL,,,,,FALSE,2015,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Urban,0.16 [0.14-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.16,,,,English,en,1,BLZ,2015,,BLZ,URB,,,,,FALSE,2015,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Rural,0.14 [0.12-0.17],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2015,,BLZ,RUR,,,,,FALSE,2015,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Total,0.29 [0.26-0.32],PHE_HHAIR_POP_CLEAN_FUELS,0.29,,,,English,en,1,BLZ,2014,,BLZ,TOTL,,,,,FALSE,2014,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Urban,0.15 [0.14-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2014,,BLZ,URB,,,,,FALSE,2014,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Rural,0.14 [0.11-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2014,,BLZ,RUR,,,,,FALSE,2014,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Total,0.29 [0.25-0.31],PHE_HHAIR_POP_CLEAN_FUELS,0.29,,,,English,en,1,BLZ,2013,,BLZ,TOTL,,,,,FALSE,2013,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Urban,0.15 [0.14-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2013,,BLZ,URB,,,,,FALSE,2013,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Rural,0.14 [0.11-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2013,,BLZ,RUR,,,,,FALSE,2013,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Total,0.28 [0.25-0.31],PHE_HHAIR_POP_CLEAN_FUELS,0.28,,,,English,en,1,BLZ,2012,,BLZ,TOTL,,,,,FALSE,2012,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Urban,0.15 [0.13-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BLZ,2012,,BLZ,URB,,,,,FALSE,2012,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Rural,0.14 [0.11-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2012,,BLZ,RUR,,,,,FALSE,2012,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Total,0.27 [0.24-0.3],PHE_HHAIR_POP_CLEAN_FUELS,0.27,,,,English,en,1,BLZ,2011,,BLZ,TOTL,,,,,FALSE,2011,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Urban,0.14 [0.13-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2011,,BLZ,URB,,,,,FALSE,2011,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Rural,0.13 [0.11-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2011,,BLZ,RUR,,,,,FALSE,2011,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Total,0.27 [0.24-0.29],PHE_HHAIR_POP_CLEAN_FUELS,0.27,,,,English,en,1,BLZ,2010,,BLZ,TOTL,,,,,FALSE,2010,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Urban,0.14 [0.13-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2010,,BLZ,URB,,,,,FALSE,2010,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Rural,0.13 [0.11-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2010,,BLZ,RUR,,,,,FALSE,2010,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Total,0.26 [0.23-0.29],PHE_HHAIR_POP_CLEAN_FUELS,0.26,,,,English,en,1,BLZ,2009,,BLZ,TOTL,,,,,FALSE,2009,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Urban,0.14 [0.13-0.14],PHE_HHAIR_POP_CLEAN_FUELS,0.14,,,,English,en,1,BLZ,2009,,BLZ,URB,,,,,FALSE,2009,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Rural,0.13 [0.1-0.15],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2009,,BLZ,RUR,,,,,FALSE,2009,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Total,0.26 [0.22-0.28],PHE_HHAIR_POP_CLEAN_FUELS,0.26,,,,English,en,1,BLZ,2008,,BLZ,TOTL,,,,,FALSE,2008,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Urban,0.13 [0.12-0.14],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2008,,BLZ,URB,,,,,FALSE,2008,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Rural,0.12 [0.099-0.14],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2008,,BLZ,RUR,,,,,FALSE,2008,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Total,0.25 [0.22-0.27],PHE_HHAIR_POP_CLEAN_FUELS,0.25,,,,English,en,1,BLZ,2007,,BLZ,TOTL,,,,,FALSE,2007,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Urban,0.13 [0.12-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2007,,BLZ,URB,,,,,FALSE,2007,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Rural,0.12 [0.097-0.14],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2007,,BLZ,RUR,,,,,FALSE,2007,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Total,0.24 [0.21-0.26],PHE_HHAIR_POP_CLEAN_FUELS,0.24,,,,English,en,1,BLZ,2006,,BLZ,TOTL,,,,,FALSE,2006,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Urban,0.13 [0.12-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BLZ,2006,,BLZ,URB,,,,,FALSE,2006,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Rural,0.12 [0.095-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2006,,BLZ,RUR,,,,,FALSE,2006,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Total,0.24 [0.21-0.26],PHE_HHAIR_POP_CLEAN_FUELS,0.24,,,,English,en,1,BLZ,2005,,BLZ,TOTL,,,,,FALSE,2005,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Urban,0.12 [0.11-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2005,,BLZ,URB,,,,,FALSE,2005,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Rural,0.11 [0.091-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BLZ,2005,,BLZ,RUR,,,,,FALSE,2005,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Total,0.23 [0.2-0.25],PHE_HHAIR_POP_CLEAN_FUELS,0.23,,,,English,en,1,BLZ,2004,,BLZ,TOTL,,,,,FALSE,2004,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Urban,0.12 [0.11-0.12],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2004,,BLZ,URB,,,,,FALSE,2004,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Rural,0.11 [0.088-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BLZ,2004,,BLZ,RUR,,,,,FALSE,2004,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Total,0.22 [0.19-0.24],PHE_HHAIR_POP_CLEAN_FUELS,0.22,,,,English,en,1,BLZ,2003,,BLZ,TOTL,,,,,FALSE,2003,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Urban,0.12 [0.11-0.12],PHE_HHAIR_POP_CLEAN_FUELS,0.12,,,,English,en,1,BLZ,2003,,BLZ,URB,,,,,FALSE,2003,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Rural,0.1 [0.084-0.12],PHE_HHAIR_POP_CLEAN_FUELS,0.1,,,,English,en,1,BLZ,2003,,BLZ,RUR,,,,,FALSE,2003,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Total,0.21 [0.19-0.23],PHE_HHAIR_POP_CLEAN_FUELS,0.21,,,,English,en,1,BLZ,2002,,BLZ,TOTL,,,,,FALSE,2002,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Urban,0.11 [0.1-0.12],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BLZ,2002,,BLZ,URB,,,,,FALSE,2002,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Rural,0.1 [0.08-0.12],PHE_HHAIR_POP_CLEAN_FUELS,0.1,,,,English,en,1,BLZ,2002,,BLZ,RUR,,,,,FALSE,2002,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Total,0.21 [0.18-0.23],PHE_HHAIR_POP_CLEAN_FUELS,0.21,,,,English,en,1,BLZ,2001,,BLZ,TOTL,,,,,FALSE,2001,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Urban,0.11 [0.1-0.11],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BLZ,2001,,BLZ,URB,,,,,FALSE,2001,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Rural,0.096 [0.076-0.11],PHE_HHAIR_POP_CLEAN_FUELS,0.096,,,,English,en,1,BLZ,2001,,BLZ,RUR,,,,,FALSE,2001,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Total,0.2 [0.17-0.22],PHE_HHAIR_POP_CLEAN_FUELS,0.2,,,,English,en,1,BLZ,2000,,BLZ,TOTL,,,,,FALSE,2000,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Urban,0.11 [0.096-0.11],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BLZ,2000,,BLZ,URB,,,,,FALSE,2000,
Belize,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Rural,0.091 [0.071-0.11],PHE_HHAIR_POP_CLEAN_FUELS,0.091,,,,English,en,1,BLZ,2000,,BLZ,RUR,,,,,FALSE,2000,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Total,0.56 [0.11-1.5],PHE_HHAIR_POP_CLEAN_FUELS,0.56,,,,English,en,1,BEN,2018,,BEN,TOTL,,,,,TRUE,Latest,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Urban,0.45 [0.11-1.08],PHE_HHAIR_POP_CLEAN_FUELS,0.45,,,,English,en,1,BEN,2018,,BEN,URB,,,,,TRUE,Latest,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018,Rural,0.089 [0-0.54],PHE_HHAIR_POP_CLEAN_FUELS,0.089,,,,English,en,1,BEN,2018,,BEN,RUR,,,,,TRUE,Latest,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Total,0.56 [0.11-1.44],PHE_HHAIR_POP_CLEAN_FUELS,0.56,,,,English,en,1,BEN,2017,,BEN,TOTL,,,,,FALSE,2017,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Urban,0.45 [0.12-1.03],PHE_HHAIR_POP_CLEAN_FUELS,0.45,,,,English,en,1,BEN,2017,,BEN,URB,,,,,FALSE,2017,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2017,Rural,0.081 [0-0.5],PHE_HHAIR_POP_CLEAN_FUELS,0.081,,,,English,en,1,BEN,2017,,BEN,RUR,,,,,FALSE,2017,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Total,0.55 [0.13-1.42],PHE_HHAIR_POP_CLEAN_FUELS,0.55,,,,English,en,1,BEN,2016,,BEN,TOTL,,,,,FALSE,2016,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Urban,0.45 [0.12-1.01],PHE_HHAIR_POP_CLEAN_FUELS,0.45,,,,English,en,1,BEN,2016,,BEN,URB,,,,,FALSE,2016,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016,Rural,0.082 [0.001-0.5],PHE_HHAIR_POP_CLEAN_FUELS,0.082,,,,English,en,1,BEN,2016,,BEN,RUR,,,,,FALSE,2016,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Total,0.54 [0.12-1.33],PHE_HHAIR_POP_CLEAN_FUELS,0.54,,,,English,en,1,BEN,2015,,BEN,TOTL,,,,,FALSE,2015,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Urban,0.45 [0.13-0.98],PHE_HHAIR_POP_CLEAN_FUELS,0.45,,,,English,en,1,BEN,2015,,BEN,URB,,,,,FALSE,2015,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2015,Rural,0.075 [0.001-0.46],PHE_HHAIR_POP_CLEAN_FUELS,0.075,,,,English,en,1,BEN,2015,,BEN,RUR,,,,,FALSE,2015,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Total,0.53 [0.13-1.34],PHE_HHAIR_POP_CLEAN_FUELS,0.53,,,,English,en,1,BEN,2014,,BEN,TOTL,,,,,FALSE,2014,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Urban,0.45 [0.16-0.96],PHE_HHAIR_POP_CLEAN_FUELS,0.45,,,,English,en,1,BEN,2014,,BEN,URB,,,,,FALSE,2014,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Rural,0.073 [0.001-0.44],PHE_HHAIR_POP_CLEAN_FUELS,0.073,,,,English,en,1,BEN,2014,,BEN,RUR,,,,,FALSE,2014,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Total,0.52 [0.11-1.28],PHE_HHAIR_POP_CLEAN_FUELS,0.52,,,,English,en,1,BEN,2013,,BEN,TOTL,,,,,FALSE,2013,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Urban,0.43 [0.14-0.9],PHE_HHAIR_POP_CLEAN_FUELS,0.43,,,,English,en,1,BEN,2013,,BEN,URB,,,,,FALSE,2013,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2013,Rural,0.065 [0.001-0.4],PHE_HHAIR_POP_CLEAN_FUELS,0.065,,,,English,en,1,BEN,2013,,BEN,RUR,,,,,FALSE,2013,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Total,0.5 [0.12-1.22],PHE_HHAIR_POP_CLEAN_FUELS,0.5,,,,English,en,1,BEN,2012,,BEN,TOTL,,,,,FALSE,2012,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Urban,0.42 [0.14-0.88],PHE_HHAIR_POP_CLEAN_FUELS,0.42,,,,English,en,1,BEN,2012,,BEN,URB,,,,,FALSE,2012,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2012,Rural,0.058 [0.001-0.36],PHE_HHAIR_POP_CLEAN_FUELS,0.058,,,,English,en,1,BEN,2012,,BEN,RUR,,,,,FALSE,2012,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Total,0.47 [0.11-1.19],PHE_HHAIR_POP_CLEAN_FUELS,0.47,,,,English,en,1,BEN,2011,,BEN,TOTL,,,,,FALSE,2011,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Urban,0.39 [0.13-0.83],PHE_HHAIR_POP_CLEAN_FUELS,0.39,,,,English,en,1,BEN,2011,,BEN,URB,,,,,FALSE,2011,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2011,Rural,0.056 [0.001-0.34],PHE_HHAIR_POP_CLEAN_FUELS,0.056,,,,English,en,1,BEN,2011,,BEN,RUR,,,,,FALSE,2011,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Total,0.43 [0.1-1.07],PHE_HHAIR_POP_CLEAN_FUELS,0.43,,,,English,en,1,BEN,2010,,BEN,TOTL,,,,,FALSE,2010,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Urban,0.36 [0.11-0.8],PHE_HHAIR_POP_CLEAN_FUELS,0.36,,,,English,en,1,BEN,2010,,BEN,URB,,,,,FALSE,2010,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010,Rural,0.048 [0.001-0.32],PHE_HHAIR_POP_CLEAN_FUELS,0.048,,,,English,en,1,BEN,2010,,BEN,RUR,,,,,FALSE,2010,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Total,0.39 [0.081-1.01],PHE_HHAIR_POP_CLEAN_FUELS,0.39,,,,English,en,1,BEN,2009,,BEN,TOTL,,,,,FALSE,2009,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Urban,0.33 [0.11-0.71],PHE_HHAIR_POP_CLEAN_FUELS,0.33,,,,English,en,1,BEN,2009,,BEN,URB,,,,,FALSE,2009,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2009,Rural,0.041 [0.001-0.28],PHE_HHAIR_POP_CLEAN_FUELS,0.041,,,,English,en,1,BEN,2009,,BEN,RUR,,,,,FALSE,2009,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Total,0.33 [0.069-0.91],PHE_HHAIR_POP_CLEAN_FUELS,0.33,,,,English,en,1,BEN,2008,,BEN,TOTL,,,,,FALSE,2008,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Urban,0.29 [0.087-0.64],PHE_HHAIR_POP_CLEAN_FUELS,0.29,,,,English,en,1,BEN,2008,,BEN,URB,,,,,FALSE,2008,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2008,Rural,0.036 [0-0.24],PHE_HHAIR_POP_CLEAN_FUELS,0.036,,,,English,en,1,BEN,2008,,BEN,RUR,,,,,FALSE,2008,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Total,0.29 [0.058-0.79],PHE_HHAIR_POP_CLEAN_FUELS,0.29,,,,English,en,1,BEN,2007,,BEN,TOTL,,,,,FALSE,2007,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Urban,0.25 [0.074-0.55],PHE_HHAIR_POP_CLEAN_FUELS,0.25,,,,English,en,1,BEN,2007,,BEN,URB,,,,,FALSE,2007,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2007,Rural,0.03 [0-0.21],PHE_HHAIR_POP_CLEAN_FUELS,0.03,,,,English,en,1,BEN,2007,,BEN,RUR,,,,,FALSE,2007,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Total,0.23 [0.04-0.72],PHE_HHAIR_POP_CLEAN_FUELS,0.23,,,,English,en,1,BEN,2006,,BEN,TOTL,,,,,FALSE,2006,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Urban,0.2 [0.055-0.49],PHE_HHAIR_POP_CLEAN_FUELS,0.2,,,,English,en,1,BEN,2006,,BEN,URB,,,,,FALSE,2006,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2006,Rural,0.024 [0-0.19],PHE_HHAIR_POP_CLEAN_FUELS,0.024,,,,English,en,1,BEN,2006,,BEN,RUR,,,,,FALSE,2006,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Total,0.19 [0.031-0.6],PHE_HHAIR_POP_CLEAN_FUELS,0.19,,,,English,en,1,BEN,2005,,BEN,TOTL,,,,,FALSE,2005,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Urban,0.16 [0.042-0.42],PHE_HHAIR_POP_CLEAN_FUELS,0.16,,,,English,en,1,BEN,2005,,BEN,URB,,,,,FALSE,2005,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2005,Rural,0.019 [0-0.16],PHE_HHAIR_POP_CLEAN_FUELS,0.019,,,,English,en,1,BEN,2005,,BEN,RUR,,,,,FALSE,2005,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Total,0.15 [0.021-0.51],PHE_HHAIR_POP_CLEAN_FUELS,0.15,,,,English,en,1,BEN,2004,,BEN,TOTL,,,,,FALSE,2004,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Urban,0.13 [0.031-0.36],PHE_HHAIR_POP_CLEAN_FUELS,0.13,,,,English,en,1,BEN,2004,,BEN,URB,,,,,FALSE,2004,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2004,Rural,0.015 [0-0.13],PHE_HHAIR_POP_CLEAN_FUELS,0.015,,,,English,en,1,BEN,2004,,BEN,RUR,,,,,FALSE,2004,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Total,0.11 [0.013-0.44],PHE_HHAIR_POP_CLEAN_FUELS,0.11,,,,English,en,1,BEN,2003,,BEN,TOTL,,,,,FALSE,2003,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Urban,0.097 [0.02-0.29],PHE_HHAIR_POP_CLEAN_FUELS,0.097,,,,English,en,1,BEN,2003,,BEN,URB,,,,,FALSE,2003,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2003,Rural,0.011 [0-0.11],PHE_HHAIR_POP_CLEAN_FUELS,0.011,,,,English,en,1,BEN,2003,,BEN,RUR,,,,,FALSE,2003,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Total,0.084 [0.008-0.35],PHE_HHAIR_POP_CLEAN_FUELS,0.084,,,,English,en,1,BEN,2002,,BEN,TOTL,,,,,FALSE,2002,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Urban,0.074 [0.011-0.26],PHE_HHAIR_POP_CLEAN_FUELS,0.074,,,,English,en,1,BEN,2002,,BEN,URB,,,,,FALSE,2002,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2002,Rural,0.009 [0-0.1],PHE_HHAIR_POP_CLEAN_FUELS,0.009,,,,English,en,1,BEN,2002,,BEN,RUR,,,,,FALSE,2002,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Total,0.062 [0.004-0.32],PHE_HHAIR_POP_CLEAN_FUELS,0.062,,,,English,en,1,BEN,2001,,BEN,TOTL,,,,,FALSE,2001,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Urban,0.054 [0.006-0.2],PHE_HHAIR_POP_CLEAN_FUELS,0.054,,,,English,en,1,BEN,2001,,BEN,URB,,,,,FALSE,2001,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2001,Rural,0.007 [0-0.087],PHE_HHAIR_POP_CLEAN_FUELS,0.007,,,,English,en,1,BEN,2001,,BEN,RUR,,,,,FALSE,2001,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Total,0.046 [0.002-0.27],PHE_HHAIR_POP_CLEAN_FUELS,0.046,,,,English,en,1,BEN,2000,,BEN,TOTL,,,,,FALSE,2000,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Urban,0.041 [0.003-0.18],PHE_HHAIR_POP_CLEAN_FUELS,0.041,,,,English,en,1,BEN,2000,,BEN,URB,,,,,FALSE,2000,
Benin,Population with primary reliance on clean fuels and technologies for cooking (in millions),2000,Rural,0.005 [0-0.077],PHE_HHAIR_POP_CLEAN_FUELS,0.005,,,,English,en,1,BEN,2000,,BEN,RUR,,,,,FALSE,2000,
